Dates,AAPL,AMZN
2012-03-01,19.445,9.002
2012-03-02,19.471,8.965
2012-03-05,19.041,9.013
2012-03-06,18.938,9.055
2012-03-07,18.953,9.189
2012-03-08,19.357,9.382
2012-03-09,19.47,9.216
2012-03-12,19.714,9.17
2012-03-13,20.289,9.23
2012-03-14,21.056,9.113
2012-03-15,20.913,9.222
2012-03-16,20.913,9.253
2012-03-19,21.468,9.276
2012-03-20,21.641,9.617
2012-03-21,21.518,9.587
2012-03-22,21.405,9.62
2012-03-23,21.287,9.752
2012-03-26,21.678,10.144
2012-03-27,21.946,10.272
2012-03-28,22.058,10.058
2012-03-29,21.781,10.231
2012-03-30,21.412,10.125
2012-04-02,22.094,9.903
2012-04-03,22.476,9.983
2012-04-04,22.297,9.7
2012-04-05,22.631,9.72
2012-04-09,22.723,9.594
2012-04-10,22.444,9.349
2012-04-11,22.364,9.399
2012-04-12,22.242,9.535
2012-04-13,21.615,9.423
2012-04-16,20.719,9.275
2012-04-17,21.775,9.42
2012-04-18,21.726,9.554
2012-04-19,20.98,9.555
2012-04-20,20.464,9.499
2012-04-23,20.418,9.412
2012-04-24,20.01,9.517
2012-04-25,21.786,9.721
2012-04-26,21.704,9.8
2012-04-27,21.536,11.343
2012-04-30,20.856,11.595
2012-05-01,20.79,11.502
2012-05-02,20.928,11.513
2012-05-03,20.779,11.473
2012-05-04,20.188,11.2
2012-05-07,20.339,11.258
2012-05-08,20.292,11.195
2012-05-09,20.328,11.149
2012-05-10,20.376,11.335
2012-05-11,20.24,11.384
2012-05-14,19.936,11.147
2012-05-15,19.756,11.22
2012-05-16,19.503,11.203
2012-05-17,18.933,10.918
2012-05-18,18.942,10.692
2012-05-21,20.046,10.906
2012-05-22,19.892,10.767
2012-05-23,20.377,10.864
2012-05-24,20.19,10.762
2012-05-25,20.082,10.644
2012-05-29,20.438,10.738
2012-05-30,20.685,10.462
2012-05-31,20.633,10.646
2012-06-01,20.035,10.411
2012-06-04,20.153,10.729
2012-06-05,20.101,10.661
2012-06-06,20.409,10.882
2012-06-07,20.419,10.94
2012-06-08,20.726,10.924
2012-06-11,20.399,10.825
2012-06-12,20.577,10.821
2012-06-13,20.434,10.737
2012-06-14,20.412,10.723
2012-06-15,20.505,10.918
2012-06-18,20.921,11.133
2012-06-19,20.979,11.202
2012-06-20,20.919,11.151
2012-06-21,20.631,11.029
2012-06-22,20.789,11.108
2012-06-25,20.384,11.003
2012-06-26,20.429,11.281
2012-06-27,20.518,11.281
2012-06-28,20.323,11.066
2012-06-29,20.857,11.418
2012-07-02,21.161,11.466
2012-07-03,21.408,11.477
2012-07-05,21.784,11.353
2012-07-06,21.639,11.253
2012-07-09,21.925,11.253
2012-07-10,21.722,10.975
2012-07-11,21.587,10.919
2012-07-12,21.389,10.768
2012-07-13,21.606,10.92
2012-07-16,21.675,10.801
2012-07-17,21.676,10.847
2012-07-18,21.652,10.874
2012-07-19,21.94,11.308
2012-07-20,21.582,11.415
2012-07-23,21.565,11.301
2012-07-24,21.461,11.152
2012-07-25,20.535,10.853
2012-07-26,20.531,11.0
2012-07-27,20.899,11.866
2012-07-30,21.251,11.805
2012-07-31,21.813,11.665
2012-08-01,21.672,11.605
2012-08-02,21.707,11.541
2012-08-03,21.989,11.749
2012-08-06,22.234,11.7
2012-08-07,22.176,11.828
2012-08-08,22.138,11.719
2012-08-09,22.169,11.703
2012-08-10,22.204,11.638
2012-08-13,22.5,11.622
2012-08-14,22.56,11.66
2012-08-15,22.53,11.871
2012-08-16,22.726,12.078
2012-08-17,23.147,12.058
2012-08-20,23.755,12.018
2012-08-21,23.431,11.973
2012-08-22,23.888,12.155
2012-08-23,23.665,12.06
2012-08-24,23.687,12.287
2012-08-27,24.131,12.196
2012-08-28,24.1,12.306
2012-08-29,24.052,12.356
2012-08-30,23.71,12.311
2012-08-31,23.759,12.414
2012-09-04,24.106,12.394
2012-09-05,23.937,12.311
2012-09-06,24.153,12.569
2012-09-07,24.301,12.957
2012-09-10,23.669,12.854
2012-09-11,23.593,12.784
2012-09-12,23.921,12.782
2012-09-13,24.392,13.012
2012-09-14,24.689,13.064
2012-09-17,24.992,12.9
2012-09-18,25.068,12.938
2012-09-19,25.075,13.084
2012-09-20,24.954,13.041
2012-09-21,25.003,12.874
2012-09-24,24.671,12.74
2012-09-25,24.055,12.623
2012-09-26,23.756,12.484
2012-09-27,24.333,12.83
2012-09-28,23.825,12.716
2012-10-01,23.55,12.601
2012-10-02,23.618,12.53
2012-10-03,23.98,12.796
2012-10-04,23.814,13.024
2012-10-05,23.307,12.926
2012-10-08,22.792,12.953
2012-10-09,22.709,12.548
2012-10-10,22.89,12.25
2012-10-11,22.432,12.211
2012-10-12,22.49,12.118
2012-10-15,22.67,12.209
2012-10-16,23.207,12.197
2012-10-17,23.022,12.375
2012-10-18,22.594,12.243
2012-10-19,21.78,12.0
2012-10-22,22.644,11.689
2012-10-23,21.906,11.716
2012-10-24,22.03,11.425
2012-10-25,21.769,11.146
2012-10-26,21.571,11.912
2012-10-31,21.261,11.645
2012-11-01,21.305,11.607
2012-11-02,20.6,11.621
2012-11-05,20.879,11.717
2012-11-06,20.816,11.878
2012-11-07,19.929,11.603
2012-11-08,19.205,11.368
2012-11-09,19.538,11.316
2012-11-12,19.387,11.324
2012-11-13,19.389,11.33
2012-11-14,19.174,11.147
2012-11-15,18.772,11.03
2012-11-16,18.846,11.262
2012-11-19,20.205,11.486
2012-11-20,20.033,11.689
2012-11-21,20.061,11.902
2012-11-23,20.411,11.994
2012-11-26,21.055,12.181
2012-11-27,20.885,12.17
2012-11-28,20.819,12.356
2012-11-29,21.049,12.564
2012-11-30,20.903,12.603
2012-12-03,20.935,12.516
2012-12-04,20.566,12.624
2012-12-05,19.243,12.698
2012-12-06,19.544,12.669
2012-12-07,19.045,12.663
2012-12-10,18.922,12.389
2012-12-11,19.335,12.535
2012-12-12,19.25,12.588
2012-12-13,18.918,12.563
2012-12-14,18.207,12.46
2012-12-17,18.53,12.693
2012-12-18,19.068,13.02
2012-12-19,18.797,12.9
2012-12-20,18.633,13.075
2012-12-21,18.548,12.846
2012-12-24,18.577,12.931
2012-12-26,18.321,12.432
2012-12-27,18.395,12.416
2012-12-28,18.2,12.259
2012-12-31,19.006,12.544
2013-01-02,19.608,12.866
2013-01-03,19.361,12.924
2013-01-04,18.821,12.958
2013-01-07,18.711,13.423
2013-01-08,18.761,13.319
2013-01-09,18.468,13.318
2013-01-10,18.697,13.267
2013-01-11,18.582,13.397
2013-01-14,17.92,13.637
2013-01-15,17.354,13.595
2013-01-16,18.075,13.447
2013-01-17,17.953,13.524
2013-01-18,17.857,13.606
2013-01-22,18.028,13.51
2013-01-23,18.357,13.406
2013-01-24,16.089,13.681
2013-01-25,15.71,14.2
2013-01-28,16.065,13.802
2013-01-29,16.367,13.018
2013-01-30,16.315,13.638
2013-01-31,16.268,13.275
2013-02-01,16.201,13.25
2013-02-04,15.797,12.999
2013-02-05,16.352,13.345
2013-02-06,16.334,13.111
2013-02-07,16.722,13.012
2013-02-08,16.964,13.098
2013-02-11,17.14,12.86
2013-02-12,16.711,12.935
2013-02-13,16.679,13.474
2013-02-14,16.664,13.462
2013-02-15,16.434,13.254
2013-02-19,16.428,13.488
2013-02-20,16.03,13.321
2013-02-21,15.931,13.297
2013-02-22,16.1,13.271
2013-02-25,15.814,12.994
2013-02-26,16.035,12.968
2013-02-27,15.878,13.163
2013-02-28,15.764,13.214
2013-03-01,15.374,13.287
2013-03-04,15.002,13.656
2013-03-05,15.398,13.779
2013-03-06,15.202,13.69
2013-03-07,15.378,13.694
2013-03-08,15.419,13.71
2013-03-11,15.638,13.562
2013-03-12,15.301,13.707
2013-03-13,15.298,13.755
2013-03-14,15.446,13.287
2013-03-15,15.845,13.091
2013-03-18,16.276,12.894
2013-03-19,16.232,12.821
2013-03-20,16.146,12.864
2013-03-21,16.169,12.67
2013-03-22,16.497,12.888
2013-03-25,16.556,12.801
2013-03-26,16.469,13.016
2013-03-27,16.146,13.265
2013-03-28,15.809,13.325
2013-04-01,15.318,13.081
2013-04-02,15.35,13.166
2013-04-03,15.428,12.952
2013-04-04,15.276,12.954
2013-04-05,15.114,12.774
2013-04-08,15.222,12.948
2013-04-09,15.249,13.057
2013-04-10,15.56,13.238
2013-04-11,15.512,13.493
2013-04-12,15.35,13.644
2013-04-15,14.995,13.386
2013-04-16,15.223,13.617
2013-04-17,14.386,13.37
2013-04-18,14.002,12.971
2013-04-19,13.948,13.016
2013-04-22,14.238,13.178
2013-04-23,14.505,13.445
2013-04-24,14.481,13.439
2013-04-25,14.585,13.735
2013-04-26,14.9,12.741
2013-04-29,15.361,12.487
2013-04-30,15.814,12.691
2013-05-01,15.689,12.412
2013-05-02,15.911,12.628
2013-05-03,16.071,12.903
2013-05-06,16.454,12.786
2013-05-07,16.381,12.887
2013-05-08,16.566,12.934
2013-05-09,16.313,13.008
2013-05-10,16.178,13.182
2013-05-13,16.241,13.226
2013-05-14,15.852,13.417
2013-05-15,15.316,13.328
2013-05-16,15.521,13.206
2013-05-17,15.474,13.495
2013-05-20,15.819,13.381
2013-05-21,15.702,13.443
2013-05-22,15.763,13.148
2013-05-23,15.791,13.09
2013-05-24,15.898,13.087
2013-05-28,15.766,13.365
2013-05-29,15.891,13.276
2013-05-30,16.128,13.342
2013-05-31,16.062,13.46
2013-06-03,16.097,13.344
2013-06-04,16.047,13.285
2013-06-05,15.897,13.359
2013-06-06,15.659,13.391
2013-06-07,15.779,13.844
2013-06-10,15.675,14.054
2013-06-11,15.629,13.739
2013-06-12,15.435,13.584
2013-06-13,15.57,13.79
2013-06-14,15.359,13.7
2013-06-17,15.429,13.903
2013-06-18,15.42,14.088
2013-06-19,15.107,13.908
2013-06-20,14.887,13.672
2013-06-21,14.768,13.668
2013-06-24,14.376,13.531
2013-06-25,14.38,13.604
2013-06-26,14.217,13.878
2013-06-27,14.064,13.878
2013-06-28,14.162,13.885
2013-07-01,14.615,14.105
2013-07-02,14.946,14.187
2013-07-03,15.029,14.202
2013-07-05,14.908,14.294
2013-07-08,14.823,14.529
2013-07-09,15.084,14.577
2013-07-10,15.026,14.616
2013-07-11,15.26,14.983
2013-07-12,15.233,15.378
2013-07-15,15.266,15.329
2013-07-16,15.364,15.344
2013-07-17,15.368,15.435
2013-07-18,15.42,15.206
2013-07-19,15.177,15.262
2013-07-22,15.225,15.174
2013-07-23,14.964,15.053
2013-07-24,15.733,14.947
2013-07-25,15.661,15.17
2013-07-26,15.75,15.601
2013-07-29,15.993,15.305
2013-07-30,16.19,15.121
2013-07-31,16.162,15.061
2013-08-01,16.31,15.279
2013-08-02,16.519,15.211
2013-08-05,16.766,15.05
2013-08-06,16.616,15.038
2013-08-07,16.606,14.846
2013-08-08,16.465,14.787
2013-08-09,16.23,14.863
2013-08-12,16.691,14.835
2013-08-13,17.485,14.699
2013-08-14,17.804,14.567
2013-08-15,17.783,14.324
2013-08-16,17.94,14.241
2013-08-19,18.134,14.279
2013-08-20,17.895,14.354
2013-08-21,17.941,14.229
2013-08-22,17.963,14.487
2013-08-23,17.894,14.5
2013-08-26,17.963,14.311
2013-08-27,17.45,14.047
2013-08-28,17.532,14.079
2013-08-29,17.561,14.199
2013-08-30,17.401,14.049
2013-09-03,17.449,14.44
2013-09-04,17.81,14.682
2013-09-05,17.688,14.705
2013-09-06,17.794,14.793
2013-09-09,18.078,14.985
2013-09-10,17.666,15.018
2013-09-11,16.704,14.982
2013-09-12,16.882,14.943
2013-09-13,16.604,14.896
2013-09-16,16.076,14.803
2013-09-17,16.261,15.209
2013-09-18,16.596,15.602
2013-09-19,16.868,15.603
2013-09-20,16.693,15.817
2013-09-23,17.523,15.575
2013-09-24,17.468,15.707
2013-09-25,17.197,15.632
2013-09-26,17.365,15.906
2013-09-27,17.241,15.801
2013-09-30,17.027,15.632
2013-10-01,17.427,16.048
2013-10-02,17.484,16.026
2013-10-03,17.265,15.738
2013-10-04,17.251,15.952
2013-10-07,17.42,15.501
2013-10-08,17.176,15.162
2013-10-09,17.378,14.912
2013-10-10,17.487,15.259
2013-10-11,17.6,15.544
2013-10-14,17.716,15.535
2013-10-15,17.81,15.32
2013-10-16,17.897,15.525
2013-10-17,18.018,15.539
2013-10-18,18.175,16.447
2013-10-21,18.62,16.322
2013-10-22,18.567,16.627
2013-10-23,18.749,16.338
2013-10-24,18.997,16.611
2013-10-25,18.784,18.17
2013-10-28,18.924,17.908
2013-10-29,18.453,18.135
2013-10-30,18.746,18.054
2013-10-31,18.668,18.202
2013-11-01,18.572,17.95
2013-11-04,18.813,17.937
2013-11-05,18.766,17.945
2013-11-06,18.604,17.809
2013-11-07,18.303,17.178
2013-11-08,18.591,17.516
2013-11-11,18.537,17.719
2013-11-12,18.572,17.476
2013-11-13,18.594,17.811
2013-11-14,18.863,18.37
2013-11-15,18.75,18.459
2013-11-18,18.522,18.309
2013-11-19,18.555,18.247
2013-11-20,18.393,18.129
2013-11-21,18.612,18.446
2013-11-22,18.564,18.616
2013-11-25,18.705,18.832
2013-11-26,19.05,19.069
2013-11-27,19.499,19.336
2013-11-29,19.86,19.681
2013-12-02,19.687,19.615
2013-12-03,20.226,19.233
2013-12-04,20.179,19.298
2013-12-05,20.282,19.225
2013-12-06,20.001,19.348
2013-12-09,20.23,19.245
2013-12-10,20.198,19.389
2013-12-11,20.049,19.11
2013-12-12,20.019,19.063
2013-12-13,19.801,19.212
2013-12-16,19.911,19.449
2013-12-17,19.821,19.383
2013-12-18,19.67,19.798
2013-12-19,19.445,19.76
2013-12-20,19.608,20.11
2013-12-23,20.36,20.146
2013-12-24,20.274,19.96
2013-12-26,20.139,20.22
2013-12-27,20.003,19.904
2013-12-30,19.804,19.669
2013-12-31,20.036,19.94
2014-01-02,19.755,19.899
2014-01-03,19.321,19.822
2014-01-06,19.426,19.682
2014-01-07,19.287,19.902
2014-01-08,19.409,20.096
2014-01-09,19.161,20.051
2014-01-10,19.034,19.883
2014-01-13,19.133,19.549
2014-01-14,19.514,19.877
2014-01-15,19.906,19.794
2014-01-16,19.795,19.79
2014-01-17,19.31,19.981
2014-01-21,19.61,20.353
2014-01-22,19.697,20.227
2014-01-23,19.864,19.994
2014-01-24,19.503,19.38
2014-01-27,19.661,19.314
2014-01-28,18.089,19.722
2014-01-29,17.884,19.21
2014-01-30,17.849,20.151
2014-01-31,17.879,17.935
2014-02-03,17.912,17.307
2014-02-04,18.171,17.398
2014-02-05,18.307,17.322
2014-02-06,18.304,17.729
2014-02-07,18.56,18.054
2014-02-10,18.893,18.044
2014-02-11,19.141,18.09
2014-02-12,19.14,17.463
2014-02-13,19.444,17.86
2014-02-14,19.428,17.868
2014-02-18,19.5,17.682
2014-02-19,19.192,17.369
2014-02-20,18.97,17.49
2014-02-21,18.759,17.338
2014-02-24,18.841,17.589
2014-02-25,18.645,17.916
2014-02-26,18.477,17.99
2014-02-27,18.845,18.007
2014-02-28,18.794,18.105
2014-03-03,18.849,17.989
2014-03-04,18.973,18.195
2014-03-05,19.013,18.619
2014-03-06,18.955,18.608
2014-03-07,18.944,18.603
2014-03-10,18.961,18.527
2014-03-11,19.146,18.441
2014-03-12,19.165,18.532
2014-03-13,18.952,18.575
2014-03-14,18.739,18.687
2014-03-17,18.812,18.752
2014-03-18,18.979,18.938
2014-03-19,18.974,18.662
2014-03-20,18.882,18.449
2014-03-21,19.031,18.031
2014-03-24,19.257,17.593
2014-03-25,19.464,17.736
2014-03-26,19.278,17.171
2014-03-27,19.195,16.924
2014-03-28,19.174,16.915
2014-03-31,19.169,16.818
2014-04-01,19.345,17.15
2014-04-02,19.377,17.098
2014-04-03,19.243,16.681
2014-04-04,18.994,16.15
2014-04-07,18.695,15.888
2014-04-08,18.694,16.354
2014-04-09,18.94,16.59
2014-04-10,18.696,15.856
2014-04-11,18.558,15.587
2014-04-14,18.631,15.796
2014-04-15,18.499,15.804
2014-04-16,18.536,16.184
2014-04-17,18.748,16.246
2014-04-21,18.97,16.544
2014-04-22,18.989,16.466
2014-04-23,18.741,16.229
2014-04-24,20.278,16.857
2014-04-25,20.426,15.192
2014-04-28,21.218,14.829
2014-04-29,21.155,15.019
2014-04-30,21.075,15.207
2014-05-01,21.124,15.394
2014-05-02,21.164,15.401
2014-05-05,21.463,15.503
2014-05-06,21.229,14.869
2014-05-07,21.155,14.635
2014-05-08,21.0,14.416
2014-05-09,20.912,14.612
2014-05-12,21.173,15.143
2014-05-13,21.206,15.232
2014-05-14,21.21,14.881
2014-05-15,21.029,14.76
2014-05-16,21.34,14.885
2014-05-19,21.593,14.838
2014-05-20,21.597,15.06
2014-05-21,21.654,15.25
2014-05-22,21.688,15.246
2014-05-23,21.933,15.612
2014-05-27,22.344,15.541
2014-05-28,22.286,15.508
2014-05-29,22.692,15.689
2014-05-30,22.607,15.628
2014-06-02,22.452,15.442
2014-06-03,22.769,15.36
2014-06-04,23.029,15.339
2014-06-05,23.12,16.179
2014-06-06,23.056,16.484
2014-06-09,23.425,16.375
2014-06-10,23.563,16.621
2014-06-11,23.465,16.76
2014-06-12,23.073,16.296
2014-06-13,22.82,16.313
2014-06-16,23.05,16.381
2014-06-17,23.02,16.281
2014-06-18,23.045,16.719
2014-06-19,22.965,16.35
2014-06-20,22.728,16.21
2014-06-23,22.708,16.362
2014-06-24,22.57,16.208
2014-06-25,22.59,16.372
2014-06-26,22.725,16.285
2014-06-27,22.995,16.229
2014-06-30,23.233,16.239
2014-07-01,23.38,16.62
2014-07-02,23.37,16.643
2014-07-03,23.508,16.875
2014-07-07,23.992,16.678
2014-07-08,23.838,16.191
2014-07-09,23.848,16.499
2014-07-10,23.759,16.396
2014-07-11,23.805,17.31
2014-07-14,24.113,17.766
2014-07-15,23.83,17.722
2014-07-16,23.695,17.795
2014-07-17,23.272,17.623
2014-07-18,23.608,17.933
2014-07-21,23.485,17.988
2014-07-22,23.68,18.042
2014-07-23,24.298,17.907
2014-07-24,24.258,17.931
2014-07-25,24.418,16.2
2014-07-28,24.755,16.021
2014-07-29,24.595,16.0
2014-07-30,24.538,16.125
2014-07-31,23.9,15.65
2014-08-01,24.033,15.353
2014-08-04,23.898,15.683
2014-08-05,23.78,15.616
2014-08-06,23.74,15.695
2014-08-07,23.62,15.573
2014-08-08,23.685,15.84
2014-08-11,23.998,15.917
2014-08-12,23.993,15.966
2014-08-13,24.31,16.314
2014-08-14,24.375,16.661
2014-08-15,24.495,16.682
2014-08-18,24.79,16.726
2014-08-19,25.133,16.757
2014-08-20,25.143,16.789
2014-08-21,25.145,16.646
2014-08-22,25.33,16.58
2014-08-25,25.385,16.701
2014-08-26,25.222,17.092
2014-08-27,25.533,17.159
2014-08-28,25.563,17.001
2014-08-29,25.625,16.952
2014-09-02,25.825,17.119
2014-09-03,24.735,16.95
2014-09-04,24.53,17.298
2014-09-05,24.743,17.319
2014-09-08,24.59,17.117
2014-09-09,24.498,16.488
2014-09-10,25.25,16.566
2014-09-11,25.358,16.526
2014-09-12,25.415,16.56
2014-09-15,25.408,16.194
2014-09-16,25.215,16.388
2014-09-17,25.395,16.2
2014-09-18,25.448,16.25
2014-09-19,25.24,16.566
2014-09-22,25.265,16.225
2014-09-23,25.66,16.182
2014-09-24,25.438,16.411
2014-09-25,24.468,16.096
2014-09-26,25.188,16.16
2014-09-29,25.028,16.091
2014-09-30,25.188,16.122
2014-10-01,24.795,15.873
2014-10-02,24.975,15.921
2014-10-03,24.905,16.137
2014-10-06,24.905,16.11
2014-10-07,24.688,15.849
2014-10-08,25.2,16.135
2014-10-09,25.255,15.769
2014-10-10,25.183,15.57
2014-10-13,24.953,15.323
2014-10-14,24.688,15.416
2014-10-15,24.385,15.299
2014-10-16,24.065,15.143
2014-10-17,24.418,15.182
2014-10-20,24.94,15.311
2014-10-21,25.618,15.766
2014-10-22,25.748,15.649
2014-10-23,26.208,15.659
2014-10-24,26.305,14.353
2014-10-27,26.278,14.499
2014-10-28,26.685,14.779
2014-10-29,26.835,14.706
2014-10-30,26.745,14.954
2014-10-31,27.0,15.273
2014-11-03,27.35,15.286
2014-11-04,27.15,15.141
2014-11-05,27.215,14.826
2014-11-06,27.175,14.832
2014-11-07,27.253,14.993
2014-11-10,27.208,15.256
2014-11-11,27.425,15.601
2014-11-12,27.813,15.576
2014-11-13,28.205,15.824
2014-11-14,28.545,16.391
2014-11-17,28.498,16.153
2014-11-18,28.868,16.247
2014-11-19,28.668,16.327
2014-11-20,29.078,16.527
2014-11-21,29.118,16.632
2014-11-24,29.656,16.782
2014-11-25,29.4,16.752
2014-11-26,29.75,16.679
2014-11-28,29.733,16.932
2014-12-01,28.768,16.3
2014-12-02,28.658,16.316
2014-12-03,28.983,15.825
2014-12-04,28.873,15.847
2014-12-05,28.75,15.631
2014-12-08,28.1,15.332
2014-12-09,28.53,15.625
2014-12-10,27.988,15.292
2014-12-11,27.905,15.368
2014-12-12,27.433,15.366
2014-12-15,27.056,15.304
2014-12-16,26.686,14.753
2014-12-17,27.353,14.944
2014-12-18,28.163,14.887
2014-12-19,27.945,14.995
2014-12-22,28.235,15.327
2014-12-23,28.135,15.314
2014-12-24,28.003,15.151
2014-12-26,28.498,15.455
2014-12-29,28.478,15.602
2014-12-30,28.13,15.515
2014-12-31,27.595,15.518
2015-01-02,27.333,15.426
2015-01-05,26.563,15.11
2015-01-06,26.565,14.765
2015-01-07,26.938,14.921
2015-01-08,27.973,15.023
2015-01-09,28.003,14.847
2015-01-12,27.313,14.571
2015-01-13,27.555,14.737
2015-01-14,27.45,14.664
2015-01-15,26.705,14.348
2015-01-16,26.498,14.537
2015-01-20,27.18,14.472
2015-01-21,27.388,14.863
2015-01-22,28.1,15.516
2015-01-23,28.245,15.619
2015-01-26,28.275,15.483
2015-01-27,27.285,15.338
2015-01-28,28.828,15.196
2015-01-29,29.725,15.589
2015-01-30,29.29,17.726
2015-02-02,29.658,18.224
2015-02-03,29.663,18.178
2015-02-04,29.89,18.238
2015-02-05,29.985,18.694
2015-02-06,29.733,18.714
2015-02-09,29.93,18.528
2015-02-10,30.505,18.65
2015-02-11,31.22,18.757
2015-02-12,31.615,18.859
2015-02-13,31.77,19.092
2015-02-17,31.958,18.772
2015-02-18,32.179,18.669
2015-02-19,32.112,18.95
2015-02-20,32.374,19.183
2015-02-23,33.25,19.007
2015-02-24,33.043,18.929
2015-02-25,32.197,19.269
2015-02-26,32.604,19.24
2015-02-27,32.115,19.008
2015-03-02,32.273,19.283
2015-03-03,32.34,19.231
2015-03-04,32.135,19.136
2015-03-05,31.603,19.392
2015-03-06,31.65,19.005
2015-03-09,31.785,18.928
2015-03-10,31.128,18.476
2015-03-11,30.56,18.319
2015-03-12,31.113,18.712
2015-03-13,30.898,18.529
2015-03-16,31.238,18.668
2015-03-17,31.76,18.596
2015-03-18,32.118,18.757
2015-03-19,31.874,18.662
2015-03-20,31.475,18.925
2015-03-23,31.803,18.756
2015-03-24,31.673,18.705
2015-03-25,30.845,18.548
2015-03-26,31.06,18.368
2015-03-27,30.813,18.528
2015-03-30,31.593,18.729
2015-03-31,31.108,18.605
2015-04-01,31.063,18.513
2015-04-02,31.33,18.613
2015-04-06,31.838,18.852
2015-04-07,31.503,18.721
2015-04-08,31.4,19.06
2015-04-09,31.64,19.177
2015-04-10,31.775,19.133
2015-04-13,31.713,19.118
2015-04-14,31.575,19.256
2015-04-15,31.695,19.173
2015-04-16,31.543,19.302
2015-04-17,31.188,18.778
2015-04-20,31.9,19.476
2015-04-21,31.728,19.559
2015-04-22,32.155,19.49
2015-04-23,32.417,19.5
2015-04-24,32.57,22.255
2015-04-27,33.163,21.928
2015-04-28,32.64,21.466
2015-04-29,32.16,21.469
2015-04-30,31.288,21.089
2015-05-01,32.237,21.144
2015-05-04,32.175,21.152
2015-05-05,31.45,21.06
2015-05-06,31.253,20.955
2015-05-07,31.315,21.344
2015-05-08,31.905,21.685
2015-05-11,31.58,21.643
2015-05-12,31.466,21.551
2015-05-13,31.503,21.344
2015-05-14,32.237,21.614
2015-05-15,32.193,21.3
2015-05-18,32.548,21.262
2015-05-19,32.518,21.086
2015-05-20,32.515,21.193
2015-05-21,32.848,21.582
2015-05-22,33.135,21.382
2015-05-26,32.405,21.274
2015-05-27,33.011,21.571
2015-05-28,32.945,21.329
2015-05-29,32.57,21.462
2015-06-01,32.634,21.546
2015-06-02,32.49,21.55
2015-06-03,32.53,21.83
2015-06-04,32.34,21.539
2015-06-05,32.163,21.348
2015-06-08,31.95,21.175
2015-06-09,31.855,21.274
2015-06-10,32.22,21.539
2015-06-11,32.148,21.649
2015-06-12,31.793,21.496
2015-06-15,31.73,21.184
2015-06-16,31.9,21.363
2015-06-17,31.825,21.391
2015-06-18,31.97,21.97
2015-06-19,31.65,21.746
2015-06-22,31.903,21.815
2015-06-23,31.758,22.3
2015-06-24,32.028,22.042
2015-06-25,31.875,22.005
2015-06-26,31.688,21.905
2015-06-29,31.133,21.493
2015-06-30,31.356,21.705
2015-07-01,31.65,21.87
2015-07-02,31.61,21.886
2015-07-06,31.5,21.802
2015-07-07,31.423,21.836
2015-07-08,30.643,21.485
2015-07-09,30.018,21.72
2015-07-10,30.82,22.176
2015-07-13,31.415,22.779
2015-07-14,31.403,23.279
2015-07-15,31.705,23.06
2015-07-16,32.127,23.774
2015-07-17,32.405,24.151
2015-07-20,33.018,24.405
2015-07-21,32.688,24.4
2015-07-22,31.305,24.414
2015-07-23,31.29,24.109
2015-07-24,31.125,26.471
2015-07-27,30.693,26.571
2015-07-28,30.845,26.301
2015-07-29,30.748,26.45
2015-07-30,30.593,26.838
2015-07-31,30.325,26.807
2015-08-03,29.61,26.752
2015-08-04,28.66,26.595
2015-08-05,28.85,26.851
2015-08-06,28.783,26.473
2015-08-07,28.88,26.131
2015-08-10,29.93,26.2
2015-08-11,28.373,26.373
2015-08-12,28.81,26.295
2015-08-13,28.788,26.483
2015-08-14,28.99,26.576
2015-08-17,29.29,26.761
2015-08-18,29.125,26.751
2015-08-19,28.753,26.646
2015-08-20,28.163,25.789
2015-08-21,26.44,24.724
2015-08-24,25.78,23.169
2015-08-25,25.935,23.319
2015-08-26,27.423,25.039
2015-08-27,28.23,25.919
2015-08-28,28.323,25.901
2015-08-31,28.19,25.645
2015-09-01,26.93,24.827
2015-09-02,28.085,25.528
2015-09-03,27.593,25.236
2015-09-04,27.318,24.95
2015-09-08,28.078,25.877
2015-09-09,27.538,25.845
2015-09-10,28.143,26.112
2015-09-11,28.553,26.472
2015-09-14,28.828,26.069
2015-09-15,29.07,26.119
2015-09-16,29.103,26.37
2015-09-17,28.48,26.944
2015-09-18,28.363,27.013
2015-09-21,28.803,27.42
2015-09-22,28.35,26.92
2015-09-23,28.58,26.804
2015-09-24,28.75,26.688
2015-09-25,28.678,26.213
2015-09-28,28.11,25.203
2015-09-29,27.265,24.804
2015-09-30,27.575,25.595
2015-10-01,27.395,26.036
2015-10-02,27.595,26.627
2015-10-05,27.695,27.184
2015-10-06,27.828,26.874
2015-10-07,27.695,27.097
2015-10-08,27.375,26.658
2015-10-09,28.03,26.99
2015-10-12,27.9,27.51
2015-10-13,27.948,27.445
2015-10-14,27.553,27.242
2015-10-15,27.965,28.122
2015-10-16,27.76,28.538
2015-10-19,27.933,28.658
2015-10-20,28.443,28.044
2015-10-21,28.44,27.789
2015-10-22,28.875,28.196
2015-10-23,29.77,29.952
2015-10-26,28.82,30.431
2015-10-27,28.638,30.551
2015-10-28,29.818,30.855
2015-10-29,30.133,31.327
2015-10-30,29.875,31.295
2015-11-02,30.295,31.418
2015-11-03,30.643,31.265
2015-11-04,30.5,32.048
2015-11-05,30.23,32.783
2015-11-06,30.265,32.969
2015-11-09,30.143,32.775
2015-11-10,29.193,32.984
2015-11-11,29.028,33.663
